"","BR","BRC1","BRC17","BRC30","BRC5","PC1","PC17","PC30","PC5","PM"
"Corynebacteriaceae",0.49883990433399,0.234714957457555,0.0293140671083807,0.00309121853651015,0.135904508722475,0.511876839669716,0.190484704885331,0.0602128819254714,0.394164330618163,0.537685352391561
"norank",0.0603473017900581,0.182410176729252,0.700159462198187,0.400301386306569,0.478571699246571,0.0301596166464308,0.292243361190592,0.176252317835078,0.0797813245974042,0.00433364116357184
"Mycobacteriaceae",0.00112471177908411,0.0756344820984296,0.195458370870355,0.588469351775504,0.0856530563162701,0.0281587576758489,0.178081910458516,0.553120538414328,0.0595245282245158,0.000268490235916824
"Clostridiaceae",0.0960566603758974,0.136753022074721,0.00871019733993321,0.00521895055106968,0.0827553578804119,0.379928444827636,0.20871440222765,0.0649569094753819,0.312694140723334,0.409480120356665
"Nocardioidaceae",0.00891304335414126,0.131999280898579,0.0174483999465348,0,0.106022691171341,0.00545014471040641,0.0656896142415353,0.0298415577912401,0.0419401865269708,0.00523085882050989
"Bogoriellaceae",0.0474489359426639,0.0187384877764067,0.00957426994972303,0,0.00584984398688889,0.00802890236485684,0.0440981110041379,0.0990572048050924,0.0325117011255179,0.00819051409182384
"Promicromonosporaceae",0.104768849462341,0.0765523301430271,0.0178935123684509,0.00291909283034797,0.0296171440746008,0.00206254993726204,0.00177970029989675,0,0.00323406503574221,0.000632525268854804
"Microbacteriaceae",0.0375277748487365,0.0248900097292943,0.00484260358356231,0,0.0069711352708048,0.00690676637268791,0.00198649283195871,0,0.0405122638274897,0.0171507286980941
"Cellulomonadaceae",0.0157458146571268,0.0580497947172263,0.00613724405729815,0,0.0125455087837845,0.00321335041899947,0.00974002341005643,0,0.0261275302129573,0.000843328459797499
"Dietziaceae",0.0358339759778416,0.0270164704633205,0.0074904473545914,0,0.0290538797056528,0.00568501010975854,0,0,0,0.00883688264178858
"Micrococcaceae",0.067519848557565,0.00701779326241641,0,0,0.00295208953548012,0.00635016030186647,0.00718167945032515,0,0.00220662135434999,0.00388508766798516
"Demequinaceae",0,0.0233909335262829,0,0,0.0233472254699572,0.00929447837865652,0,0,0.00730330775355476,0
"Nocardiopsaceae",0.025873178920555,0.00283226112348878,0.00297142522298363,0,0.000755859835760725,0.00288497858587444,0,0.0165585897534088,0,0.00346247020343149
