"","BR","BRC1","BRC17","BRC30","BRC5","PC1","PC17","PC30","PC5","PM"
"Gammaproteobacteria",0.935897874933098,0.524995360754323,0.715630674532423,0.797896532825398,0.643278596912908,0.568495514454889,0.835527085204459,0.839998467696687,0.977423142403659,0.500549286615724
"Bacilli",0,0.0199558893970165,0.0382732987975871,0.0185735006570368,0.00369615803507718,0.240472726903289,0.0286539402451561,0.00437001944338169,0.00068910981292652,0.472905437141663
"Acidimicrobiia",0.0079950170278688,0.30036631840166,0.0883871999401905,0.0071265104437183,0.230734848086529,0.00633568256293761,0.047864144104609,0.0215317628155654,0.00566556552922116,0.00301116736060049
"Actinobacteria",0.0108887964517386,0.0908441805553317,0.00855580480483653,0.00306378904613129,0.0605326623352236,0.0966262026888448,0.025547158859221,0.037397065832575,0.00868791960572953,0.0113908427726919
"Alphaproteobacteria",0.0159918813262804,0.0626525061275987,0.0460560167556008,0.0150632985206161,0.0591781875539866,0.086279488742226,0.0122176408197488,0.0277861070055973,0.00400496537651187,0.0118821492472257
"norank",0,0.00118574476406997,0.0784562426021196,0.152738273447052,0.00257954707627596,0.00179038464781299,0.0284765349744766,0.0629895936081246,0.00312059154489122,0
"Deltaproteobacteria",0.0292264302610142,0,0.0246407625672426,0.00553809506004772,0,0,0.0217134957923292,0.00592698359806846,0.000408705727060681,0.000261116862095015
