"BR_1"	"BR_2"	"BR_3"	"BRC1_1"	"BRC1_2"	"BRC1_3"	"BRC17_1"	"BRC17_2"	"BRC17_3"	"BRC30_1"	"BRC30_2"	"BRC30_3"	"BRC5_1"	"BRC5_2"	"BRC5_3"	"PC1_1"	"PC1_2"	"PC1_3"	"PC17_1"	"PC17_2"	"PC17_3"	"PC30_1"	"PC30_2"	"PC30_3"	"PC5_1"	"PC5_2"	"PC5_3"	"PM_1"	"PM_2"	"PM_3"
"BRC30_2"	0.162186351840641	0.273535901494999	0.27413595705708	0.08856830653059	0.0887730287302989	0.092849967297088	0.0879106583584206	0.0943532241027553	0.0927975756502889	0.0174142281110571	0	0.0115533362820423	0.152341181717152	0.140161291472335	0.148247489628248	0.298574113904675	0.296693869528431	0.295465000393528	0.27536003295638	0.270682294867277	0.262476191881023	0.230431242830518	0.226308770159096	0.225608804198952	0.325395726396176	0.319528715683934	0.320696955509613	0.150800198611491	0.147472116793663	0.155536442722498
"BRC30_3"	0.155602737413662	0.273446721031093	0.274271551901793	0.0919540619252034	0.0916411425914241	0.0962765682772764	0.0872830901748785	0.0937254189475978	0.0921677379978566	0.019391354558661	0.0115533362820423	0	0.15166653314544	0.139500451331223	0.147578215010027	0.298625135741312	0.296746802972922	0.29551910438584	0.274728503199919	0.270057880822631	0.26185067873495	0.226852547368089	0.22381095372244	0.222056737734345	0.324991602182471	0.319123407452583	0.320292205494796	0.153018830619182	0.149706454808572	0.157728321900861
"BRC5_1"	0.188164783130552	0.264404563085883	0.285412695277181	0.121032031994971	0.11957219129123	0.117659270509052	0.0644012054376749	0.0615125575350847	0.0626952789905053	0.149050168593557	0.152341181717152	0.15166653314544	0	0.0173415638768945	0.007558051060197	0.204043379895091	0.199442942396751	0.197007764796523	0.145927455473295	0.142552468056185	0.139844648591896	0.171013338559733	0.172445100948911	0.164523790750673	0.217785501658553	0.208147102124299	0.208009897084256	0.123523752551263	0.135122654830451	0.136568597567817
"BRC5_2"	0.179468793070422	0.266352933738301	0.287318581872999	0.108767971253192	0.107325528716678	0.105350007524121	0.0562675464052918	0.0547682242299893	0.0592093746669653	0.138022242315716	0.140161291472335	0.139500451331223	0.0173415638768945	0	0.0151576948801282	0.207509385704761	0.203376285497379	0.200496628667722	0.153954309169513	0.150196390585542	0.142741400646524	0.165283032931667	0.166689640571755	0.159367220425744	0.218461128508137	0.208855678609835	0.208716302177635	0.130800107318474	0.13642687137728	0.143738724222042
"BRC5_3"	0.182794440191937	0.265587301419659	0.28656328161025	0.116912444829219	0.1154600237984	0.113495131804806	0.0611857857990137	0.0617846814645039	0.0624738408606463	0.144944260243367	0.148247489628248	0.147578215010027	0.007558051060197	0.0151576948801282	0	0.205787644409942	0.201180015864613	0.198754504136165	0.149965464622482	0.146686591088984	0.14479795256078	0.171481054558342	0.172911989667236	0.165000296579329	0.217601062268603	0.207976317215448	0.207839946654256	0.122494025173892	0.134414043982653	0.134764857269364
"PC1_1"	0.29371890082493	0.438067220422599	0.451686237085182	0.284317149990472	0.283588790235935	0.292455348789503	0.241148952655242	0.230017862871586	0.235065579447682	0.301536026559451	0.298574113904675	0.298625135741312	0.204043379895091	0.207509385704761	0.205787644409942	0	0.0101116980996445	0.0190481341514234	0.205867105542314	0.200228984090744	0.208554246250375	0.271953544212246	0.270316339670433	0.262864196152219	0.178632691932929	0.176510173385184	0.173755412066348	0.228862384583933	0.22947070087263	0.216865997145269
"PC1_2"	0.293168300119117	0.434327332910444	0.447995996400313	0.280980854502366	0.279262568159311	0.288136539973978	0.238933991174291	0.227750395970822	0.232838599532804	0.299667637964047	0.296693869528431	0.296746802972922	0.199442942396751	0.203376285497379	0.201180015864613	0.0101116980996445	0	0.0147131621057696	0.20967958563379	0.203994027734312	0.212407348646678	0.273298212212995	0.274588464460345	0.267057522562607	0.184001783293316	0.181935016586209	0.179148332714203	0.228456971042433	0.229067361050811	0.216387584185317
"PC1_3"	0.290626469755494	0.43209103875003	0.445768688294934	0.27971756525215	0.27758538707547	0.285788215814588	0.237598612762686	0.226397858851016	0.231491262997979	0.298441493331569	0.295465000393528	0.29551910438584	0.197007764796523	0.200496628667722	0.198754504136165	0.0190481341514234	0.0147131621057696	0	0.209277045665554	0.203580699901205	0.212008166596022	0.273030617491891	0.274322895628737	0.266777367031259	0.19449364198332	0.192554076146834	0.189727917866371	0.227042891111384	0.227648382060519	0.216603657614428
"PC17_1"	0.286018368364367	0.367414523545932	0.386945494946123	0.25082127229194	0.247961097242365	0.253617372727996	0.201036444044316	0.193434120735438	0.194290251670399	0.27435099849867	0.27536003295638	0.274728503199919	0.145927455473295	0.153954309169513	0.149965464622482	0.205867105542314	0.20967958563379	0.209277045665554	0	0.00968528248231335	0.0185794647973062	0.106350257092043	0.101555901363665	0.101311740377492	0.185706198006761	0.173385844332564	0.174222778934338	0.201312553442336	0.206684153581654	0.199315771975798
"PC17_2"	0.27776541931819	0.369438308147539	0.388885877786292	0.246146913713355	0.243284880184655	0.248877632768857	0.196862005784595	0.189229882812792	0.190154529872733	0.269659173650565	0.270682294867277	0.270057880822631	0.142552468056185	0.150196390585542	0.146686591088984	0.200228984090744	0.203994027734312	0.203580699901205	0.00968528248231335	0	0.0182880465874397	0.101566099960137	0.0967968889714019	0.0965713083088976	0.183954293038938	0.171662545975353	0.172513224790945	0.199583066248321	0.206173732242689	0.195968973136543
