"","BR","BRC1","BRC17","BRC30","BRC5","PC1","PC17","PC30","PC5","PM"
"Proteobacteria",0.984385057876504,0.721773350997697,0.451277961158082,0.524647652653097,0.290311177217821,0.84294357964257,0.785945161213298,0.847073395308083,0.807632091419109,0.987346350272341
"Actinobacteria",0.00833383674256837,0.225623586292636,0.241873014198917,0.0676782229591315,0.618044642356771,0.142505016782498,0.130194580856037,0.0564941191834,0.176807471693079,0.0112098142727497
"Acidobacteria",0.00399625894811762,0.00215252747442971,0.201816772780952,0.23923541219561,0.0181431054578484,0,0.0101052894092427,0.0577885965089852,0.000980454484087633,0
"Firmicutes",0.00265857678917821,0.0134691758211759,0.0602817289427936,0.110536813112612,0.0315641914754501,0.0111171841258094,0.0190669924626515,0.0166944345060413,0.0136601241114045,0.00144383545490887
"Planctomycetes",0.000341791484832543,0.000207663150436543,0.043430394065478,0.056095566407046,0.0343876466009823,0.00133468652362475,0.0544116437574783,0.0219494544934906,0.000919858292319867,0
"Chloroflexi",0.000284478158798915,0.036773696263625,0.00132012885377755,0.00180633267250419,0.00754923689112765,0.00209953292549772,0.000276332301292306,0,0,0
