"BR_1"	"BR_2"	"BR_3"	"BRC1_1"	"BRC1_2"	"BRC1_3"	"BRC17_1"	"BRC17_2"	"BRC17_3"	"BRC30_1"	"BRC30_2"	"BRC30_3"	"BRC5_1"	"BRC5_2"	"BRC5_3"	"PC1_1"	"PC1_2"	"PC1_3"	"PC17_1"	"PC17_2"	"PC17_3"	"PC30_1"	"PC30_2"	"PC30_3"	"PC5_1"	"PC5_2"	"PC5_3"	"PM_1"	"PM_2"	"PM_3"
"PC1_2"	0.289659880867465	0.153684459795146	0.154767602012491	0.228167104110211	0.228530524028324	0.207665944314424	0.298851601139983	0.284814151019917	0.286138744880183	0.289673165434474	0.288217891467138	0.293826159539849	0.2735783744769	0.278404182287006	0.277644760801777	0.0135988591286972	0	0.0114426825423228	0.28347210674935	0.279471830781738	0.274429314152135	0.244200913486158	0.256799477693608	0.251560941847408	0.285475757637574	0.285955746874303	0.27644827742364	0.194443410160601	0.191059625989702	0.183075328427346
"PC1_3"	0.295400258763717	0.164876387684186	0.166036344155649	0.225724262086503	0.22609942392915	0.205400773456397	0.296419939335988	0.282463314974416	0.283780210804106	0.287289117134347	0.285873941723631	0.291454053712216	0.27129114807339	0.276097816922785	0.275346266739644	0.00812543165136431	0.0114426825423228	0	0.284356103220855	0.280380678041752	0.275380019948311	0.245414864023268	0.25791391701049	0.25271769742588	0.286392358518713	0.286868933200644	0.27743161321989	0.188670163413242	0.185331378707191	0.177470740569644
"PC17_1"	0.405530357444254	0.381606876755828	0.39036886512447	0.32292397199821	0.317681660786711	0.321196684317581	0.1864764359161	0.188703607416017	0.187160141715446	0.237930125574327	0.223339216171631	0.219892875736132	0.162603896012391	0.165047925061717	0.150718181733669	0.287249462526928	0.28347210674935	0.284356103220855	0	0.0101707962857688	0.0202227263616315	0.0902622583482329	0.0712098387207945	0.0803254720651768	0.0395765686197057	0.0384015770836455	0.0402373679730576	0.43757932501957	0.438015058359716	0.42485624402487
"PC17_2"	0.403913072793387	0.377019685325786	0.385770270964894	0.318376777831833	0.30955050586526	0.316669970036584	0.176159760555918	0.178357280446615	0.176814545490482	0.227542511606497	0.213038379513066	0.20961497826056	0.154295832065455	0.156778237339848	0.142436540530741	0.283256452822023	0.279471830781738	0.280380678041752	0.0101707962857688	0	0.0124507498219576	0.0824936716546775	0.0646280674284373	0.073764677650326	0.0338884768031439	0.0327147307781734	0.0325884987432057	0.433453700193681	0.434015689610857	0.420865531818753
"PC17_3"	0.395121194275169	0.373214592313803	0.382067419573067	0.313883185730778	0.304957223450389	0.312176481243511	0.168716234604962	0.170915363186602	0.169356815121294	0.22059754160623	0.205997330398065	0.202553437704644	0.142760431449294	0.145320679483734	0.1308244324433	0.278265401581004	0.274429314152135	0.275380019948311	0.0202227263616315	0.0124507498219576	0	0.0703386169423282	0.056355174279623	0.0655329795801344	0.0374875928319606	0.0362992277007248	0.0310016625372063	0.430236728447982	0.430814090173518	0.417505060154015
"PC30_1"	0.362567545452901	0.346776941561264	0.355933547269925	0.285280682213681	0.276043001245661	0.283644257701114	0.105956666700865	0.107490614828279	0.105885365604429	0.157982380655182	0.143442121973958	0.140029754714112	0.0743234775980553	0.0798498706804712	0.0730154316681862	0.247958776304803	0.244200913486158	0.245414864023268	0.0902622583482329	0.0824936716546775	0.0703386169423282	0	0.0186391060262202	0.00972351446513274	0.0795830703593116	0.0892628532415209	0.0805203264362822	0.406662993215391	0.407191710710328	0.393282856525491
"PC30_2"	0.376126842616196	0.358239098055767	0.367280340920727	0.297577447523205	0.288459694860233	0.295906680878423	0.121449790411136	0.123543023442964	0.121959411422597	0.173507091131113	0.159038882631504	0.155638684134911	0.0922303994313602	0.0963379012122902	0.0812595639297866	0.260483299060754	0.256799477693608	0.25791391701049	0.0712098387207945	0.0646280674284373	0.056355174279623	0.0186391060262202	0	0.00897648391879262	0.0785072985559888	0.0880387309554258	0.0794178106976595	0.41691042099061	0.417404121057649	0.403688204826624
"PC30_3"	0.36978408862059	0.353600321682488	0.362701667240092	0.292514568131512	0.283335764188667	0.290855567005145	0.114426256200417	0.116512744831832	0.114918636990961	0.166665429931746	0.152156330593975	0.148748635590039	0.0837318428685524	0.0890995781407968	0.0739094669195441	0.255279715148329	0.251560941847408	0.25271769742588	0.0803254720651768	0.073764677650326	0.0655329795801344	0.00972351446513274	0.00897648391879262	0	0.08664421212983	0.0962423098535768	0.0876542113591438	0.412847699444699	0.413355971249971	0.399541352064749
"PC5_1"	0.397414708758123	0.386315942317248	0.395286088001924	0.326325224194693	0.317302822119211	0.324546100005888	0.183649766818462	0.169009250146712	0.168153639633363	0.216144985269352	0.201572922868317	0.198094739948881	0.144865645567098	0.152767659368447	0.152025459731948	0.289061550008603	0.285475757637574	0.286392358518713	0.0395765686197057	0.0338884768031439	0.0374875928319606	0.0795830703593116	0.0785072985559888	0.08664421212983	0	0.0110972847236805	0.0110691441845069	0.443427128376272	0.44384642529552	0.43027432991623
"PC5_2"	0.397885465281191	0.386764158961343	0.395731047942411	0.326797739511296	0.317778832074034	0.325017268238368	0.193526648042805	0.178925945848167	0.178067923612819	0.227999615580202	0.213305421130056	0.209801998758868	0.154826611723702	0.162681960487396	0.161929642611977	0.289539209495443	0.285955746874303	0.286868933200644	0.0384015770836455	0.0327147307781734	0.0362992277007248	0.0892628532415209	0.0880387309554258	0.0962423098535768	0.0110972847236805	0	0.0153009297025156	0.443837496154818	0.444255567396963	0.430689012078931
"PC5_3"	0.388791378573582	0.37808698834805	0.387137706502231	0.317515675881895	0.308409668082337	0.315758582605115	0.185837914014679	0.171031501395234	0.170165187180932	0.214746179770043	0.200069360167629	0.196521148370655	0.14660804657392	0.154595848370182	0.153842931742481	0.28008486352824	0.27644827742364	0.27743161321989	0.0402373679730576	0.0325884987432057	0.0310016625372063	0.0805203264362822	0.0794178106976595	0.0876542113591438	0.0110691441845069	0.0153009297025156	0	0.436029199765845	0.4364719381452	0.422765949467768
"PM_1"	0.281615936941976	0.29922624379392	0.301660234871816	0.215394849669181	0.215877592532566	0.193017437013317	0.363567744218722	0.364639631654361	0.367487858351221	0.34625876362367	0.359145515242804	0.363553525670707	0.380862649182856	0.379811098235792	0.381024952800902	0.189683123484413	0.194443410160601	0.188670163413242	0.43757932501957	0.433453700193681	0.430236728447982	0.406662993215391	0.41691042099061	0.412847699444699	0.443427128376272	0.443837496154818	0.436029199765845	0	0.00863613094884792	0.0149594487061201
"PM_2"	0.285837102525747	0.299209726732611	0.301635453723535	0.219278029674338	0.219733683870295	0.196942444210988	0.364223087481247	0.365295070315638	0.368135856134642	0.346970945505271	0.359815212389886	0.364209693060881	0.381621809148295	0.380568635178009	0.381778370932436	0.18631493166046	0.191059625989702	0.185331378707191	0.438015058359716	0.434015689610857	0.430814090173518	0.407191710710328	0.417404121057649	0.413355971249971	0.44384642529552	0.444255567396963	0.4364719381452	0.00863613094884792	0	0.0141848898765923
"PM_3"	0.283291262155545	0.292288453755157	0.294628237149911	0.217783669164127	0.21824412762231	0.195700389658692	0.35021045492387	0.351213710373873	0.354035123199514	0.332846077099444	0.345773567561393	0.350180466842663	0.367449573703791	0.366484659055078	0.367703473206668	0.178382697530864	0.183075328427346	0.177470740569644	0.42485624402487	0.420865531818753	0.417505060154015	0.393282856525491	0.403688204826624	0.399541352064749	0.43027432991623	0.430689012078931	0.422765949467768	0.0149594487061201	0.0141848898765923	0
