"","PC1","PC17","PC30"
"Actinobacteria",0.847429815179996,0.899918858616636,0.970792550945877
"Firmicutes",0.0291428825378059,0.0981452433651769,0.0264981639223921
"Proteobacteria",0.123427302282198,0.00193589801818692,0.00270928513173101
