"","PC1","PC17","PC30"
"Deinococcus-Thermus",0.0920018066487609,0.583342010555155,0.919793658935238
"Proteobacteria",0.679975855459716,0.387924089555674,0.0802063410647624
"Chordata",0.228022337891524,0.0287338998891704,0
