"","BR","BRC1","BRC17","BRC30","BRC5","PC1","PC17","PC30","PC5","PM"
"norank",0.0128915290409435,0.147916444469213,0.199877024995192,0.371559238940415,0.104376315677299,0.0269626007856996,0.399868599891568,0.374607719207637,0.501983753283473,0.00679787246488968
"Bacillales",0.00102586819583165,0.214590673461424,0.0613211489268577,0.0266996656536322,0.0233646193233265,0.790679763778479,0.172140750718012,0.110495388185935,0.18934211890381,0.151479855987627
"Streptosporangiales",0.00164161145348235,0.00321852878743613,0.327599128579766,0.161453728687785,0.453646946427152,0.00455985235476834,0.137444117093414,0.101283349011673,0.166592974363227,0.00287409935124389
"Pseudomonadales",0.424160499944183,0.0932477497088511,0.000978524527087496,0,0.000202069711748306,0.0285026185931773,0.00170752475384068,0,0.000667000711086397,0.357228697782362
"Streptomycetales",0,0.0105186698974766,0.177162425392976,0.142096669937725,0.166588332430453,0.000384577164550706,0.133393742583772,0.213136909473454,0.049026136828897,0.0103318386991375
"Micrococcales",0.11942110344638,0.297846819006398,0.00852570864742276,0.018788700804112,0.0383206867296111,0.0689784502099458,0.00744278182600525,0.0055960496934774,0.013344084627869,0.292812859148619
"Pseudonocardiales",0.00187713761141519,0.0167424345754677,0.1326621358749,0.122453280735617,0.156187941445521,0.00259802765288345,0.135492416267553,0.171949183128123,0.0615475084761903,0.00937101626628234
"Corynebacteriales",0.0302119503817071,0.0697240936352652,0.0460414346320608,0.117521456514112,0.0197218940346601,0.039781591901263,0.00899569395593656,0.0221530578198877,0.00620779435806977,0.139546233335097
"Burkholderiales",0.403716400195598,0.0118419732134529,0,0,0,0.000273510328249735,0,0,0,0.0287467077357257
"Rhizobiales",0.00143372341163052,0.0748954871191131,0.00497408566101467,0.00166168271303574,0.0115038855067564,0.0324594477861306,0.000322571477566831,0,0.0103700685765613,0.000810819229016074
"Rhodospirillales",0.00241345602598168,0.0393607327960088,0.0278684576089008,0.0273566787621082,0.0226189175456033,0.00408903746267576,0.00100223676624011,0.000164376675989926,0.00064720923136165,0
"Kallotenuales",0,0.00117441864358611,0.0125956276171511,0.0104088972514582,0.000631609288054386,0.000730521982176954,0.000351770785625073,0.000431474059815025,0.000271350639454576,0
"Propionibacteriales",0.00120672029284668,0.0189219746863073,0.00039429753666936,0,0.00283678187981462,0,0.00183779388046689,0.000182492744008265,0,0
