"","PC1","PC17","PC30"
"norank",0.0357658666425859,0.431382443606616,0.380529443362378
"Bacillus",0.823340141645549,0.00899972089304,0.000419303461130101
"Kitasatospora",0.000400462781065347,0.133648005963235,0.213176663241684
"Kutzneria",0.00270534362167311,0.135750679953573,0.171981254663693
"Geomicrobium",0,0.132717499851433,0.104244840799636
"Thermomonospora",0.000574762073727479,0.104105536960908,0.0448030809454969
"Thermobifida",0.00417344276930121,0.0336005639783943,0.0564991591854673
"Mycolicibacterium",0.00390229226590512,0.00884116233908833,0.02215718975334
"Pseudomonas",0.0289801591691081,0.00171077948682904,0
"Afipia",0.0295081061165046,0.00020851668532502,0
"Dietzia",0.0267398232330472,0.000171678414753046,0
"Corynebacterium",0.0107827229898291,0,0
"Leucobacter",0.0102665862220298,0.000187129116966477,9.09876333937777e-05
"Ornithinicoccus",0.00630968275710297,0.000501172871650597,0.000926852471081566
"Ornithinimicrobium",0.000655121592231196,0.00163186662328848,0.00391068355715989
"Inquilinus",0.00425794213781932,0.00100414714151162,0.000164407335120228
"Cellulomonas",0.00411310542259608,0.000919688037602761,0.000202877077550833
"Variibacter",0.00429213459062513,0.000114669649523838,0
"Actinotalea",0.000650488442331909,0.00169964503803378,0.000279175193478157
"Georgenia",0.00182111808682287,0.000611355167209398,0
"Nocardioides",0,0.00184129692096753,0.000182526782102685
"Kallotenue",0.000760697440145023,0.000352441300051139,0.000431554537287528
