"","PC1","PC17","PC30"
"Proteobacteria",0.918942580124104,0.282591327431524,0.160338175166564
"norank",0.00217866518920325,0.578856250252399,0.690099805156297
"Actinobacteria",0.0788787546866928,0.0816630981182484,0.0684966778248011
"Firmicutes",0,0.0568893241978284,0.0810653418523379
