"","PC1","PC17","PC30"
"Rhodospirillaceae",0,0.77692576474699,0.963382530661855
"Bradyrhizobiaceae",0.519814127558706,0.22307423525301,0
"Alcaligenaceae",0.258846118922467,0,0
"Zoogloeaceae",0.221339753518827,0,0
"Steroidobacteraceae",0,0,0.0366174693381448
